no_of_dependents,income_annum,loan_amount,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,scaled_loan_term
2,3600000,8000000,566,10500000,3000000,8900000,2700000,10.555555555555555
5,7500000,15000000,661,12100000,5800000,29900000,4400000,11.666666666666668
4,7500000,18000000,395,200000,12800000,23500000,9700000,15.0
0,3500000,10800000,838,4700000,6800000,13900000,1700000,11.666666666666668
4,300000,900000,797,300000,400000,600000,400000,6.111111111111111
3,7000000,15400000,315,19900000,7600000,16400000,5900000,15.0
4,7900000,21500000,497,2200000,5200000,23100000,7700000,12.777777777777779
3,7000000,16100000,379,2000000,5200000,23000000,10000000,12.777777777777779
0,7400000,16300000,630,11200000,13200000,28400000,5300000,12.777777777777779
4,1900000,6800000,559,3600000,2200000,6200000,1200000,7.222222222222222
0,3200000,11300000,484,3500000,5500000,8500000,2100000,7.222222222222222
2,4200000,15700000,332,7000000,700000,13300000,3000000,5.0
2,3000000,7700000,890,4700000,4300000,8400000,2100000,10.555555555555555
5,8400000,17500000,620,15300000,13600000,26000000,5800000,10.555555555555555
0,6600000,15200000,497,1500000,6900000,14500000,9300000,13.88888888888889
3,500000,1500000,392,1400000,200000,1800000,600000,7.222222222222222
2,3600000,12800000,814,8600000,4100000,10300000,4100000,13.88888888888889
0,8800000,30900000,729,1700000,700000,25700000,11400000,10.555555555555555
5,1500000,4900000,618,3400000,1000000,3200000,900000,7.222222222222222
1,7500000,21400000,655,13000000,10300000,28100000,8100000,15.0
2,4900000,12200000,353,7000000,200000,14400000,3600000,13.88888888888889
0,1500000,4300000,801,4400000,2200000,3300000,1100000,10.555555555555555
5,9200000,29400000,318,18000000,5900000,33800000,5400000,8.333333333333334
3,500000,900000,538,0,700000,1500000,300000,10.555555555555555
2,8000000,29300000,600,16500000,13200000,29400000,6500000,6.111111111111111
3,8800000,26700000,379,10100000,15500000,27000000,9700000,9.444444444444445
4,6200000,12400000,547,14200000,10800000,17200000,8000000,15.0
5,800000,2200000,574,2200000,1200000,1700000,1100000,11.666666666666668
0,9300000,22200000,701,600000,10100000,35900000,5700000,11.666666666666668
2,4000000,13000000,552,3700000,1600000,15600000,3400000,9.444444444444445
2,6500000,16200000,809,14000000,4700000,13200000,8600000,9.444444444444445
0,5900000,22700000,855,13400000,6300000,14500000,4000000,13.88888888888889
2,4100000,14900000,571,-100000,5200000,13000000,3400000,10.555555555555555
0,9100000,22200000,419,7400000,600000,18200000,9800000,7.222222222222222
2,7200000,21900000,640,0,11400000,14600000,3800000,10.555555555555555
0,7800000,28800000,465,4700000,7500000,28800000,7400000,10.555555555555555
1,2400000,8800000,414,3600000,2200000,7100000,2500000,13.88888888888889
0,6600000,20100000,397,19200000,7000000,17200000,8400000,12.777777777777779
2,3300000,6800000,317,3400000,300000,11700000,3600000,11.666666666666668
4,1400000,3100000,575,3000000,2100000,4900000,1400000,11.666666666666668
2,7000000,21400000,541,3700000,1300000,19800000,9600000,10.555555555555555
3,9100000,19300000,696,26200000,7700000,30100000,13300000,10.555555555555555
0,9700000,37300000,701,12100000,16200000,24100000,10500000,15.0
2,6300000,19500000,428,15900000,7200000,19900000,6500000,13.88888888888889
5,7600000,26000000,778,12900000,2400000,25500000,10900000,7.222222222222222
3,1400000,3800000,451,3100000,1300000,4300000,1300000,12.777777777777779
1,4600000,13600000,487,11200000,8500000,15500000,5400000,13.88888888888889
4,5300000,15400000,584,5100000,1700000,14000000,5000000,8.333333333333334
1,9700000,23500000,666,15100000,9400000,23300000,8000000,6.111111111111111
5,4200000,9400000,678,4700000,5500000,9900000,5700000,7.222222222222222
2,8800000,17700000,706,22900000,4300000,30300000,9200000,11.666666666666668
3,1200000,3100000,438,1500000,2200000,3900000,1000000,9.444444444444445
4,5200000,12900000,819,3400000,4100000,16800000,7500000,12.777777777777779
4,4700000,11000000,321,10100000,100000,9600000,6900000,6.111111111111111
5,1000000,2300000,317,2800000,500000,3300000,800000,10.555555555555555
2,7800000,27200000,622,6000000,6000000,26400000,4300000,13.88888888888889
0,2200000,6400000,854,900000,1600000,6500000,1300000,6.111111111111111
1,2900000,8900000,523,900000,5600000,9700000,1800000,7.222222222222222
3,3800000,11400000,323,5800000,4000000,9600000,4400000,6.111111111111111
3,4800000,10100000,368,9100000,5100000,16500000,3500000,6.111111111111111
0,4400000,14100000,349,3300000,1300000,8800000,6200000,5.0
2,3200000,12500000,849,400000,5300000,10400000,4400000,8.333333333333334
1,4300000,16400000,397,6700000,6200000,10200000,5700000,15.0
3,5000000,13000000,459,2900000,3400000,18200000,7200000,9.444444444444445
4,8800000,20900000,766,13500000,15400000,34500000,13100000,13.88888888888889
4,5700000,16900000,656,13000000,7400000,22000000,8400000,6.111111111111111
0,6200000,17300000,583,3700000,3900000,13600000,3300000,8.333333333333334
1,9100000,23300000,792,800000,12600000,32100000,12400000,13.88888888888889
2,5500000,19000000,382,12500000,1000000,15200000,8100000,5.0
1,2700000,9400000,704,5300000,2300000,6400000,2400000,13.88888888888889
4,6400000,23900000,300,16200000,11600000,24900000,7000000,7.222222222222222
4,3500000,11300000,874,1400000,3800000,10100000,3700000,12.777777777777779
4,2400000,7400000,888,2700000,1600000,7600000,3200000,13.88888888888889
2,3100000,10500000,751,5500000,5900000,9000000,1600000,9.444444444444445
4,7000000,23500000,336,15000000,9500000,19700000,7800000,13.88888888888889
1,8400000,23400000,437,15400000,5800000,33400000,8100000,11.666666666666668
3,7000000,21700000,781,5400000,8500000,19300000,9600000,11.666666666666668
3,6300000,23300000,347,18300000,12200000,21100000,8100000,6.111111111111111
4,4400000,9800000,732,2400000,2400000,15100000,4400000,13.88888888888889
1,7000000,20300000,726,11600000,13100000,17100000,9000000,13.88888888888889
3,1500000,5100000,837,4100000,1000000,3300000,1400000,11.666666666666668
5,5900000,13800000,397,12400000,600000,20400000,3000000,11.666666666666668
4,9800000,29700000,373,11100000,5500000,37800000,10000000,6.111111111111111
5,4400000,8900000,761,8100000,1000000,14200000,3000000,6.111111111111111
2,4000000,8100000,312,3500000,2100000,15100000,3100000,12.777777777777779
2,5300000,14900000,504,10600000,2100000,17000000,3200000,7.222222222222222
3,7900000,27000000,601,17700000,7800000,27600000,11500000,7.222222222222222
1,1600000,4600000,415,800000,600000,3900000,1500000,10.555555555555555
2,1500000,4200000,771,2500000,800000,5700000,1100000,12.777777777777779
0,5100000,19900000,867,1800000,7100000,18300000,5700000,10.555555555555555
4,2000000,4700000,733,3700000,3700000,7000000,2800000,13.88888888888889
2,2100000,4600000,348,5400000,0,7400000,1400000,6.111111111111111
0,1000000,3100000,525,1900000,1700000,2800000,1400000,7.222222222222222
0,300000,1100000,482,200000,100000,1100000,400000,5.0
4,8300000,23300000,398,18500000,11500000,17100000,9900000,15.0
0,1200000,2800000,892,3200000,100000,3300000,1700000,11.666666666666668
5,3700000,7300000,339,9300000,100000,13900000,5300000,13.88888888888889
1,5000000,16800000,711,6300000,7600000,16000000,3200000,7.222222222222222
0,7100000,19300000,783,3900000,4800000,21800000,5000000,7.222222222222222
5,8900000,24800000,842,16200000,5000000,20000000,8100000,13.88888888888889
4,2300000,7700000,589,6000000,4400000,6300000,2300000,12.777777777777779
0,9600000,34000000,710,23800000,10300000,38100000,7800000,10.555555555555555
3,6900000,19000000,348,4200000,3700000,19400000,4900000,11.666666666666668
4,5300000,14500000,352,12600000,4900000,10500000,3500000,6.111111111111111
0,1300000,4800000,835,500000,100000,3300000,800000,6.111111111111111
0,9800000,20100000,606,6200000,800000,37300000,8700000,12.777777777777779
1,8700000,33200000,866,19600000,15900000,23700000,10500000,6.111111111111111
1,5900000,16700000,308,5800000,8800000,19100000,5300000,12.777777777777779
1,4200000,11300000,704,4700000,2800000,14900000,4000000,6.111111111111111
5,4300000,14100000,532,12600000,5700000,12000000,4600000,10.555555555555555
0,4300000,17000000,619,4100000,6600000,17100000,3900000,8.333333333333334
3,9800000,28400000,487,8900000,15400000,30800000,11100000,10.555555555555555
0,7800000,23300000,587,12500000,9300000,27500000,9700000,9.444444444444445
4,8600000,20900000,867,24300000,7200000,23700000,9900000,9.444444444444445
4,2600000,7200000,612,1300000,1000000,5800000,1400000,12.777777777777779
0,7700000,16900000,473,22100000,4000000,29000000,6400000,11.666666666666668
4,400000,1500000,846,300000,0,1600000,600000,6.111111111111111
1,4100000,9100000,550,9900000,5200000,10800000,4800000,15.0
4,9800000,27000000,395,18700000,3000000,23000000,9700000,5.0
3,4600000,10000000,702,6800000,1500000,16100000,4500000,6.111111111111111
2,8900000,32200000,382,0,11300000,20500000,5400000,10.555555555555555
5,4800000,15500000,812,9500000,1500000,17800000,3500000,9.444444444444445
4,4700000,10400000,373,6800000,8600000,14300000,5400000,7.222222222222222
5,2500000,6400000,590,3200000,3900000,5800000,3500000,12.777777777777779
5,5400000,18800000,326,9700000,10100000,14800000,3200000,15.0
4,7900000,17200000,318,14200000,9500000,23200000,9000000,11.666666666666668
5,9000000,25900000,538,11100000,11100000,31300000,8100000,6.111111111111111
1,9300000,27500000,364,12200000,13800000,25300000,10800000,7.222222222222222
5,500000,1500000,433,-100000,700000,1900000,700000,7.222222222222222
4,2000000,4300000,373,2000000,2700000,7700000,2200000,8.333333333333334
4,5600000,15600000,470,9900000,10700000,14600000,7000000,10.555555555555555
3,8900000,18500000,367,6100000,0,32000000,10300000,9.444444444444445
5,2500000,9400000,735,0,2200000,9500000,1700000,12.777777777777779
4,7200000,17700000,338,9900000,9300000,27800000,7200000,7.222222222222222
1,6300000,18300000,430,13000000,1300000,23000000,9200000,15.0
0,5300000,17600000,790,2000000,10200000,19700000,7700000,6.111111111111111
1,1200000,2700000,779,600000,2200000,2400000,600000,11.666666666666668
2,6500000,25100000,848,11500000,8600000,17400000,4400000,15.0
5,9700000,29100000,732,4700000,7400000,35600000,12400000,13.88888888888889
5,9800000,23200000,416,11000000,17300000,21600000,8500000,9.444444444444445
4,3600000,12400000,427,10400000,2400000,9100000,2600000,11.666666666666668
1,7500000,22500000,469,12300000,9600000,16200000,4500000,11.666666666666668
0,200000,800000,331,300000,0,500000,100000,15.0
1,5300000,12000000,852,400000,10400000,18900000,5000000,9.444444444444445
4,900000,1900000,417,1000000,800000,2800000,900000,15.0
0,5600000,20000000,606,7100000,500000,20000000,7600000,15.0
5,3700000,14000000,469,3800000,600000,8000000,2800000,5.0
1,1900000,6000000,540,1100000,1400000,4300000,1300000,15.0
4,300000,1100000,315,700000,100000,900000,100000,6.111111111111111
5,2700000,6800000,461,4500000,2000000,8200000,1700000,7.222222222222222
3,9900000,23600000,557,18300000,8600000,23000000,9100000,13.88888888888889
4,8600000,20600000,449,10800000,10600000,28700000,5400000,12.777777777777779
0,3900000,14100000,811,5700000,3600000,10500000,5300000,15.0
0,5900000,17600000,645,13000000,3100000,23400000,8600000,12.777777777777779
0,500000,1900000,857,1100000,500000,1800000,300000,5.0
1,2100000,7700000,327,5000000,500000,4700000,2300000,12.777777777777779
1,3700000,12400000,330,3400000,1000000,10400000,2800000,10.555555555555555
0,1100000,3200000,716,1800000,1400000,3600000,1500000,15.0
5,5300000,19400000,510,14700000,7000000,13600000,3700000,7.222222222222222
3,7400000,18200000,302,5600000,3100000,17900000,5000000,11.666666666666668
3,3500000,10200000,645,10400000,5700000,10000000,2400000,10.555555555555555
1,2500000,6900000,495,4800000,3300000,5700000,3700000,15.0
2,8900000,23100000,519,22800000,500000,25200000,4700000,6.111111111111111
0,8700000,18700000,346,1200000,1800000,30700000,8200000,9.444444444444445
0,4900000,11900000,709,14600000,900000,18500000,3800000,12.777777777777779
0,8500000,33700000,483,18800000,8900000,29000000,12200000,9.444444444444445
1,9500000,20000000,856,24900000,0,35700000,6200000,12.777777777777779
5,1300000,5000000,755,2100000,2200000,4800000,1900000,9.444444444444445
5,9900000,31800000,817,23400000,700000,32600000,11500000,13.88888888888889
5,700000,2400000,330,1300000,700000,2500000,500000,15.0
2,6700000,20200000,701,8800000,12200000,13900000,8200000,7.222222222222222
2,4100000,13500000,846,8900000,7800000,11400000,2400000,6.111111111111111
4,8600000,26800000,802,7400000,2800000,32100000,11700000,10.555555555555555
0,5000000,10700000,726,1600000,1100000,15700000,4800000,12.777777777777779
0,7500000,15900000,535,17500000,5700000,23600000,4500000,5.0
4,8200000,24000000,831,23000000,3000000,24800000,5400000,15.0
4,1600000,6200000,554,3200000,800000,5500000,1100000,13.88888888888889
4,6300000,15000000,750,800000,6500000,15400000,7700000,13.88888888888889
0,2500000,5800000,671,7400000,500000,7500000,2000000,15.0
4,8000000,31500000,683,10300000,7900000,30100000,9600000,13.88888888888889
2,5500000,20400000,887,8800000,9400000,12300000,3300000,10.555555555555555
3,2300000,8500000,557,3600000,1400000,6200000,1300000,10.555555555555555
0,8200000,20800000,372,3800000,100000,26100000,5200000,11.666666666666668
2,2900000,7300000,776,8300000,3000000,8500000,3400000,5.0
5,6500000,18100000,360,15700000,10600000,20200000,6100000,9.444444444444445
1,7900000,15800000,551,800000,3500000,18700000,8300000,8.333333333333334
2,4400000,13900000,810,13200000,4200000,15000000,5200000,7.222222222222222
5,9400000,26600000,771,10200000,12600000,36900000,11700000,15.0
5,2700000,8700000,772,2200000,2800000,7600000,3700000,11.666666666666668
2,4600000,16100000,709,7100000,9000000,13800000,5400000,13.88888888888889
5,8400000,22000000,830,3800000,3900000,19900000,5400000,5.0
4,200000,600000,404,0,100000,400000,0,9.444444444444445
3,9100000,29700000,506,7100000,4500000,33300000,12800000,15.0
2,7400000,14900000,627,15900000,10100000,19000000,10300000,15.0
4,8200000,19000000,334,24500000,6800000,28600000,10200000,7.222222222222222
5,8000000,22500000,784,7600000,7300000,26000000,10800000,15.0
5,2700000,5600000,815,1100000,2000000,7100000,2600000,5.0
0,4700000,14400000,881,11000000,6100000,17600000,2400000,11.666666666666668
3,7700000,18700000,483,15100000,5600000,24600000,10200000,8.333333333333334
4,5100000,19400000,755,2200000,300000,14900000,5300000,8.333333333333334
5,2700000,8200000,848,7000000,1000000,6200000,1500000,5.0
4,6600000,16000000,379,6500000,12600000,24700000,4500000,12.777777777777779
1,1000000,2100000,793,2900000,1300000,2200000,1400000,8.333333333333334
1,300000,700000,745,0,0,900000,100000,9.444444444444445
1,9700000,35900000,719,19600000,7600000,20400000,10900000,5.0
1,6800000,13700000,879,500000,2600000,22000000,6800000,9.444444444444445
5,8000000,21500000,779,2600000,15100000,29800000,10400000,10.555555555555555
0,3000000,8400000,361,7700000,200000,7300000,1800000,9.444444444444445
1,1000000,3000000,813,2900000,500000,3300000,800000,9.444444444444445
3,3900000,14100000,496,2500000,2200000,13700000,2900000,12.777777777777779
4,700000,2700000,583,1100000,1200000,1400000,300000,12.777777777777779
1,4200000,10700000,466,7400000,7000000,14000000,4700000,7.222222222222222
4,600000,2300000,495,1700000,600000,2000000,300000,7.222222222222222
5,2700000,7600000,746,900000,2200000,7200000,3400000,8.333333333333334
0,200000,600000,683,400000,200000,400000,0,10.555555555555555
1,5600000,21100000,459,9700000,1400000,13900000,8100000,9.444444444444445
0,6600000,13700000,747,3600000,2400000,23900000,6000000,15.0
1,7200000,24700000,596,8800000,1400000,21700000,5800000,7.222222222222222
3,1300000,3300000,795,1400000,800000,4600000,1600000,8.333333333333334
2,8100000,18500000,372,19100000,10200000,31000000,7900000,7.222222222222222
3,3300000,11100000,660,6500000,3700000,12300000,4500000,5.0
2,4400000,12500000,492,7900000,1200000,10100000,2700000,13.88888888888889
3,9900000,29900000,490,10500000,9100000,27100000,7400000,15.0
5,2300000,6100000,339,5100000,2500000,8300000,2400000,7.222222222222222
0,5900000,15200000,399,15200000,3200000,12200000,6500000,12.777777777777779
1,1100000,3700000,508,200000,0,2200000,1300000,5.0
2,4800000,13200000,583,13700000,5800000,9500000,5200000,5.0
1,4700000,18700000,445,2100000,0,11100000,4000000,15.0
3,8300000,25700000,453,24000000,14600000,20400000,5700000,10.555555555555555
2,3200000,12600000,796,6200000,3500000,9600000,2000000,13.88888888888889
4,5600000,13000000,899,10500000,9100000,11400000,6400000,6.111111111111111
0,4100000,9200000,671,3400000,6300000,10400000,4900000,6.111111111111111
5,500000,1500000,476,200000,200000,1100000,700000,6.111111111111111
4,8000000,23200000,738,10900000,12100000,19900000,5400000,11.666666666666668
